finbif_api_var,translated_var,dwc,default_var,quality_var,type,class,single,select,order,aggregate,aggregate_events,aggregate_documents,doc,date,localised
document.linkings.collectionQuality,collection_quality,datasetCurationLevel,FALSE,TRUE,character,factor,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
document.media.mp3URL,document_media_mp3,documentAssociatedMediaMP3,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
document.media.wavURL,document_media_wav,documentAssociatedMediaWAV,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
document.sourceTags,document_source_tags,documentSourceTags,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
gathering.media.mp3URL,event_media_mp3,eventAssociatedMediaMP3,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
gathering.media.wavURL,event_media_wav,eventAssociatedMediaWAV,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.addedTags,record_annotation_tags,occurrenceAnnotationTags,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.byRole,record_annotation_role,occurrenceAnnotationRole,FALSE,FALSE,character,factor,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.deleted,record_annotation_deleted,occurrenceAnnotationDeleted,FALSE,FALSE,logical,logical,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.deletedByPerson,record_annotation_deleted_by_id,occurrenceAnnotationDeletedByID,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.deletedByPersonName,record_annotation_deleted_by_name,occurrenceAnnotationDeletedBy,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.deletedDateTime,record_annotation_deleted_time,occurrenceAnnotationDeletedTime,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.taxon,record_annotation_identification_taxon,occurrenceAnnotationIdentificationTaxon,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.taxonID,record_annotation_identification_taxon_id,occurrenceAnnotationIdentificationTaxonConceptID,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.removedTags,record_annotation_tags_removed,occurrenceAnnotationTags,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.audioCount,record_audio_count,occurrenceAssociatedMediaAudioCount,FALSE,FALSE,integer,integer,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.imageCount,record_image_count,occurrenceAssociatedMediaImageCount,FALSE,FALSE,integer,integer,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.interpretations.effectiveTags,record_derived_tags,qualityControl,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.interpretations.invasiveControlEffectiveness,invasive_control_effectiveness,invasiveTaxonManagementAction,FALSE,FALSE,character,factor,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.interpretations.invasiveControlled,invasive_control,invasiveControlled,FALSE,FALSE,logical,logical,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.interpretations.recordQualityNumeric,record_quality_score,occurrenceQualityScore,FALSE,TRUE,integer,integer,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.media.mp3URL,record_media_mp3,occurrenceAssociatedMediaMP3,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.media.wavURL,record_media_wav,occurrenceAssociatedMediaWAV,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.sourceTags,record_source_tags,occurrenceSourceTags,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.videoCount,record_video_count,occurrenceAssociatedMediaVideoCount,FALSE,FALSE,integer,integer,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
document.annotations.valid,document_annotation_valid,documentAnnotationValid,FALSE,FALSE,logical,logical,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.taxonSpecifier,record_annotation_identification_specifier,occurrenceAnnotationIdentificationSpecifier,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.valid,record_annotation_valid,occurrenceAnnotationValid,FALSE,FALSE,logical,logical,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.linkings.taxon.checklist,record_annotation_taxon_checklist,occurrenceAnnotationTaxonChecklist,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.linkings.taxon.cursiveName,record_annotation_scientific_name_italicised,occurrenceAnnotationScientificNameItalicised,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.linkings.taxon.finnish,record_annotation_taxon_finnish,occurrenceAnnotationTaxonNameFinnish,FALSE,FALSE,logical,logical,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.linkings.taxon.id,record_annotation_taxon_id,occurrenceAnnotationTaxonConceptID,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.linkings.taxon.informalTaxonGroups,record_annotation_informal_groups_id,occurrenceAnnotationInformalTaxonGroupsID,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.linkings.taxon.scientificName,record_annotation_scientific_name,occurrenceAnnotationScientificName,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.linkings.taxon.scientificNameAuthorship,record_annotation_scientific_name_author,occurrenceAnnotationScientiicNameAuthor,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.linkings.taxon.scientificNameDisplayName,record_annotation_scientific_display_name,occurrenceAnnotationScientificDisplayName,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.linkings.taxon.taxonRank,record_annotation_taxon_rank_id,occurrenceAnnotationTaxoRankID,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.linkings.taxon.vernacularName,record_annotation_common_name,occurrenceAnnotationVernacularName,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.countryVerbatim,record_pre_annotation_country_verbatim,occurrencePreAnnotationVerbatimCountry,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.dateBegin,record_pre_annotation_date_start,occurrencePreAnnotationEventDateStart,FALSE,FALSE,character,date,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.dateEnd,record_pre_annotation_date_end,occurrencePreAnnotationEventDateEnd,FALSE,FALSE,character,date,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.linkings.taxon.checklist,record_pre_annotation_taxon_checklist,occurrencePreAnnotationTaxonChecklist,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.linkings.taxon.cursiveName,record_pre_annotation_scientific_name_italicised,occurrencePreAnnotationScientificNameItalicised,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.linkings.taxon.finnish,record_pre_annotation_taxon_finnish,occurrencePreAnnotationTaxonNameFinnish,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.linkings.taxon.id,record_pre_annotation_taxon_id2,occurrencePreAnnotationTaxonConceptID2,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.linkings.taxon.informalTaxonGroups,record_pre_annotation_informal_groups_id,occurrencePreAnnotationInformalTaxonGroupsID,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.linkings.taxon.scientificName,record_pre_annotation_scientific_name,occurrencePreAnnotationScientificName,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.linkings.taxon.scientificNameAuthorship,record_pre_annotation_scientific_name_author,occurrencePreAnnotationScientificNameAuthor,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.linkings.taxon.scientificNameDisplayName,record_pre_annotation_scientific_display_name,occurrencePreAnnotationScientificDisplayName,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.linkings.taxon.taxonRank,record_pre_annotation_taxon_rank_id,occurrencePreAnnotationTaxonRankID,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.linkings.taxon.vernacularName,record_pre_annotation_common_name,occurrencePreAnnotationVernacularName,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.locality,record_pre_annotation_locality,occurrencePreAnnotationLocality,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.municipalityVerbatim,record_pre_annotation_municipality_verbatim,occurrencePreAnnotationVerbatimCounty,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.taxonId,record_pre_annotation_taxon_id,occurrencePreAnnotationTaxonConceptID,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.taxonVerbatim,record_pre_annotation_reported_name,occurrencePreAnnotationVerbatimTaxonName,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.wgs84centerPointLat,record_pre_annotation_lat_wgs84,occurrencePreAnnotationDecimalLatitude,FALSE,FALSE,double,double,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.wgs84centerPointLon,record_pre_annotation_lon_wgs84,occurrencePreAnnotationDecimalLongitude,FALSE,FALSE,double,double,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.occurrenceCount,orig_n_total_records,originalTaxonOccurrenceCount,FALSE,FALSE,integer,integer,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.occurrenceCountFinland,orig_n_total_finnish_records,originalTaxonOccurrenceCountFinnish,FALSE,FALSE,integer,integer,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.occurrenceCount,n_total_records,taxonOccurrenceCount,FALSE,FALSE,integer,integer,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.occurrenceCountFinland,n_total_finnish_records,taxonOccurrenceCountFinnish,FALSE,FALSE,integer,integer,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.linkings.taxon.latestRedListStatusFinland.status,record_annotation_red_list_status_id,occurrenceAnnotationRedListStatusID,FALSE,FALSE,integer,integer,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.linkings.taxon.latestRedListStatusFinland.year,record_annotation_red_list_year,occurrenceAnnotationRedListYear,FALSE,FALSE,integer,integer,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.linkings.taxon.taxonomicOrder,record_annotation_taxonomic_order,occurrenceAnnotationTaxonomicOrder,FALSE,FALSE,integer,integer,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.linkings.taxon.latestRedListStatusFinland.status,record_pre_annotation_red_list_status_id,occurrencePreAnnotationRedListStatusID,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.linkings.taxon.latestRedListStatusFinland.year,record_pre_annotation_red_list_year,occurrencePreAnnotationRedListYear,FALSE,FALSE,integer,integer,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.linkings.taxon.taxonomicOrder,record_pre_annotation_taxonomic_order,occurrencePreAnnotationTaxonomicOrder,FALSE,FALSE,integer,integer,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.latestRedListStatusFinland.status,orig_last_red_list_status_id,originalLastRedListStatusID,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.latestRedListStatusFinland.year,orig_last_red_list_year,originalLastRedListYear,FALSE,FALSE,integer,integer,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.latestRedListStatusFinland.status,red_list_status_id,redListStatusID,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
computed_var_red_list_status,red_list_status,redListStatus,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.latestRedListStatusFinland.year,red_list_year,redListYear,FALSE,FALSE,integer,integer,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
document.linkings.editors,editors,editors,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
document.namedPlace.birdAssociationAreaId,location_bird_assoc_area_id,locationBirdAssociationAreaId,FALSE,FALSE,character,uri,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
document.namedPlace.collectionId,location_collection_id,locationCollectionId,FALSE,FALSE,character,uri,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
document.namedPlace.id,location_id2,locationID2,FALSE,FALSE,character,uri,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
document.namedPlace.alternativeIds,location_ids,locationIDs,FALSE,FALSE,character,uri,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
document.namedPlace.municipalityId,location_finnish_municipality_id,locationFinnishCountyID,FALSE,FALSE,character,uri,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
document.namedPlace.ykj10km.lat,location_lat_10_ykj,locationDecimalLatitudeGrid10YKJ,FALSE,FALSE,integer,integer,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
document.namedPlace.ykj10km.lon,location_lon_10_ykj,locationDecimalLongitudeGrid10YKJ,FALSE,FALSE,integer,integer,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
gathering.linkings.observers,observers,recordedByTeam,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
gathering.team.memberId,team_member_id,recordedByTeamMemberID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
gathering.team.memberName,team_member,recordedByTeamMember,FALSE,FALSE,character,character,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.administrativeStatuses,orig_taxon_regulatory_status_id,originalTaxonRegulatoryStatusID,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.aggregateId,orig_taxon_aggregate_id,originalTaxonAggregateID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.anamorphId,orig_taxon_anamorph_id,originalTaxonAnamorphID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.birdlifeCode,orig_taxon_birdlife_code,originalTaxonBirdLifeCode,FALSE,FALSE,character,character,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.classId,orig_taxon_class_id,originalTaxonClassID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.cultivarId,orig_taxon_cultivar_id,originalTaxonCultivarID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.divisionId,orig_taxon_division_id,originalTaxonDivisionID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.domainId,orig_taxon_domain_id,originalTaxonDomainID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.ecotypeId,orig_taxon_ecotype_id,originalTaxonEcotypeID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.euringCode,orig_taxon_euring_code,originalTaxonEuringCode,FALSE,FALSE,character,character,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.euringNumber,orig_taxon_euring_number,originalTaxonEuringNumber,FALSE,FALSE,integer,integer,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.familyId,orig_taxon_famliy_id,originalTaxonFamilyID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.formId,orig_taxon_form_id,originalTaxonFormID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.genusId,orig_taxon_genus_id,originalTaxonGenusID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.grexId,orig_taxon_grex_id,originalTaxonGrexID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.groupId,orig_taxon_group_id,originalTaxonGroupID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.habitats,orig_taxon_habitat_qname,originalTaxonHabitatQname,FALSE,FALSE,character,character,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.hybridId,orig_taxon_hybrid_id,originalTaxonHybridID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.infraclassId,orig_taxon_infraclass_id,originalTaxonInfraclassID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.infradivisionId,orig_taxon_infradivision_id,originalTaxonInfradivisionID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.infragenericHybridId,orig_taxon_infrageneric_hybrid_id,originalTaxonInfragenericHybridID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.infragenericTaxonId,orig_taxon_infrageneric_taxon_id,originalTaxonInfragenericTaxonConceptID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.infrakingdomId,orig_taxon_infrakingdom_id,originalTaxonInfrakingdomID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.infraorderId,orig_taxon_infraorder_id,originalTaxonInfraorderID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.infraphylumId,orig_taxon_infraphylum_id,originalTaxonInfraphylumID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.infraspecificTaxonId,orig_taxon_infraspecific_taxon_id,originalTaxonInfraspecificTaxonConceptID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.intergenericHybridId,orig_taxon_intergeneric_hybrid_id,originalTaxonInfragenericTaxonConceptID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.kingdomId,orig_taxon_kingdom_id,originalTaxonKingdomID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.nameAccordingTo,orig_taxon_name_according_to,originalTaxonNameAccordingTo,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.nothogenusId,orig_taxon_nothogenus_id,originalTaxonNothogenusID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.nothospeciesId,orig_taxon_nothospecies_id,originalTaxonNothospeciesID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.nothosubspeciesId,orig_taxon_nothosubspecies_id,originalTaxonNothosubspeciesID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.orderId,orig_taxon_order_id,originalTaxonOrderID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.parentId,orig_taxon_parent_id,originalTaxonParentID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.parvclassId,orig_taxon_parvclass_id,originalTaxonParvclassID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.parvorderId,orig_taxon_parvorder_id,originalTaxonParvorderID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.phylumId,orig_taxon_phylum_id,originalTaxonPhylumID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.populationGroupId,orig_taxon_population_group_id,originalTaxonPopulationGroupID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.primaryHabitat,orig_taxon_primary_habitat_qname,originalTaxonPrimaryHabitatQname,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.sectionId,orig_taxon_section_id,originalTaxonSectionID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.seriesId,orig_taxon_series_id,originalTaxonSeriesID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.speciesAggregateId,orig_taxon_species_aggregate_id,originalTaxonSpeciesAggregateID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.speciesId,orig_taxon_species_id,originalTaxonSpeciesID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.speciesTaxonomicOrder,orig_taxon_species_taxonomic_order,originalTaxonSpeciesTaxonomicOrder,FALSE,FALSE,integer,integer,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.subclassId,orig_taxon_subclass_id,originalTaxonSubclassID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
